Pressure1,Pressure2,Pressure3,Pressure4,AirPressure1,AirPressure2,AirPressure3,AirPressure4,AirPressure5,AirPressure6
11.0,11.0,39.0,24.0,0.89,0.8,0.85,0.89,1.03,0.86
11.0,2.0,46.0,63.0,0.89,0.8,0.85,0.91,0.99,0.85
2.0,2.0,48.0,44.0,0.89,0.8,0.85,0.91,0.97,0.85
28.0,77.0,6.0,154.0,0.89,0.8,0.85,0.87,0.85,1.02
28.0,88.0,506.0,477.0,0.89,0.8,0.85,0.87,0.85,1.02
24.0,88.0,11.0,149.0,0.89,0.8,0.86,0.87,0.85,1.01
35.0,61.0,13.0,116.0,0.89,0.8,0.85,0.87,0.88,0.99
35.0,61.0,13.0,118.0,0.89,0.8,0.85,0.88,0.88,0.99
55.0,2.0,127.0,39.0,0.89,0.8,0.85,1.08,0.85,0.85
30.0,6.0,121.0,48.0,0.89,0.8,0.85,1.06,0.85,0.86
8.0,2.0,121.0,24.0,0.89,0.8,0.85,1.02,0.85,0.85
11.0,2.0,121.0,24.0,0.89,0.8,0.85,1.02,0.85,0.85
33.0,2.0,52.0,81.0,0.89,0.8,0.85,1.02,0.87,0.87
33.0,2.0,55.0,77.0,0.89,0.8,0.85,1.03,0.87,0.87
0.0,11.0,6.0,107.0,0.89,0.8,0.85,0.87,0.98,0.85
6.0,88.0,8.0,154.0,0.89,0.8,0.85,0.87,1.16,0.85
15.0,96.0,4.0,81.0,0.89,0.8,0.86,0.87,1.01,0.86
13.0,94.0,8.0,83.0,0.89,0.8,0.86,0.87,1.02,0.86
6.0,72.0,4.0,94.0,0.89,0.8,0.85,0.87,1.08,0.89
6.0,70.0,4.0,94.0,0.89,0.8,0.85,0.87,1.08,0.89
33.0,46.0,15.0,105.0,0.89,0.81,0.86,0.87,0.87,1.02
33.0,46.0,15.0,103.0,0.89,0.8,0.85,0.87,0.86,1.02
30.0,4.0,26.0,101.0,0.89,0.8,0.86,0.88,0.86,0.96
30.0,8.0,28.0,103.0,0.89,0.8,0.85,0.89,0.88,0.96
19.0,35.0,6.0,140.0,0.89,0.8,0.85,0.87,0.84,1.04
19.0,35.0,6.0,140.0,0.89,0.81,0.84,0.87,0.84,1.04
61.0,101.0,110.0,22.0,0.89,0.8,0.86,1.04,0.85,0.85
57.0,103.0,110.0,22.0,0.89,0.81,0.85,1.04,0.85,0.85
44.0,105.0,94.0,15.0,0.89,0.8,0.86,1.0,0.85,0.85
44.0,103.0,94.0,15.0,0.89,0.8,0.86,1.0,0.85,0.85
79.0,114.0,107.0,11.0,0.89,0.8,0.85,1.03,0.85,0.85
81.0,114.0,107.0,11.0,0.89,0.8,0.85,1.04,0.85,0.85
4.0,92.0,11.0,125.0,0.89,0.8,0.86,0.88,1.03,0.86
4.0,101.0,17.0,107.0,0.89,0.8,0.85,0.89,1.04,0.85
4.0,94.0,28.0,72.0,0.89,0.81,0.86,0.89,1.04,0.85
2.0,92.0,24.0,77.0,0.89,0.81,0.86,0.88,1.04,0.85
30.0,92.0,11.0,85.0,0.89,0.8,0.86,0.89,1.01,0.87
24.0,92.0,8.0,83.0,0.89,0.8,0.86,0.89,1.02,0.88
26.0,35.0,19.0,145.0,0.89,0.81,0.87,0.87,0.86,0.98
33.0,0.0,19.0,99.0,0.89,0.81,0.87,0.87,0.9,0.96
8.0,13.0,11.0,200.0,0.89,0.8,0.86,0.87,0.84,0.96
6.0,46.0,8.0,182.0,0.89,0.8,0.87,0.87,0.84,0.99
22.0,8.0,22.0,182.0,0.89,0.8,0.84,0.88,0.84,0.88
24.0,63.0,19.0,110.0,0.89,0.8,0.89,0.88,0.87,1.01
79.0,48.0,189.0,24.0,0.89,0.81,0.85,1.07,0.84,0.85
55.0,39.0,156.0,28.0,0.89,0.8,0.86,1.05,0.85,0.85
24.0,24.0,200.0,66.0,0.89,0.8,0.86,0.97,0.85,0.85
24.0,24.0,198.0,66.0,0.89,0.8,0.85,0.98,0.85,0.85
28.0,39.0,213.0,46.0,0.89,0.81,0.85,1.0,0.84,0.85
26.0,39.0,213.0,46.0,0.89,0.8,0.85,1.01,0.85,0.85
13.0,24.0,41.0,11.0,0.89,0.81,0.85,0.87,1.06,0.86
11.0,22.0,39.0,19.0,0.89,0.8,0.85,0.87,1.07,0.86
22.0,2.0,24.0,125.0,0.89,0.81,0.86,0.87,0.95,0.86
39.0,0.0,46.0,79.0,0.89,0.8,0.86,0.87,1.01,0.86
26.0,6.0,26.0,50.0,0.89,0.8,0.85,0.87,1.0,0.88
28.0,2.0,39.0,59.0,0.89,0.8,0.86,0.87,1.02,0.86
17.0,92.0,2.0,167.0,0.89,0.8,0.85,0.86,0.84,0.99
15.0,94.0,2.0,169.0,0.89,0.8,0.85,0.87,0.84,1.0
13.0,178.0,0.0,213.0,0.89,0.8,0.87,0.87,0.84,0.94
19.0,101.0,0.0,195.0,0.89,0.8,0.86,0.87,0.84,0.98
22.0,101.0,2.0,189.0,0.89,0.8,0.86,0.87,0.84,0.99
24.0,44.0,193.0,72.0,0.89,0.81,0.86,0.95,0.85,0.85
28.0,178.0,1018.0,74.0,0.89,0.8,0.85,0.96,0.84,0.85
19.0,46.0,206.0,72.0,0.89,0.8,0.85,0.99,0.84,0.85
17.0,48.0,213.0,70.0,0.89,0.8,0.85,0.99,0.84,0.85
11.0,48.0,213.0,72.0,0.89,0.8,0.85,0.98,0.84,0.85
19.0,48.0,228.0,70.0,0.89,0.8,0.85,1.04,0.84,0.85
15.0,26.0,33.0,17.0,0.89,0.81,0.86,0.88,0.96,0.85
22.0,24.0,35.0,33.0,0.89,0.8,0.86,0.87,1.0,0.85
33.0,33.0,37.0,55.0,0.89,0.81,0.85,0.88,1.01,0.85
33.0,33.0,37.0,55.0,0.89,0.8,0.85,0.87,1.01,0.85
37.0,17.0,30.0,79.0,0.89,0.8,0.85,0.87,1.0,0.85
37.0,17.0,30.0,79.0,0.89,0.8,0.85,0.87,1.0,0.0
28.0,92.0,11.0,103.0,0.89,0.8,0.87,0.87,0.88,0.93
26.0,83.0,8.0,107.0,0.89,0.8,0.87,0.87,0.88,0.93
22.0,127.0,6.0,143.0,0.89,0.8,0.86,0.87,0.85,0.99
2.0,6.0,0.0,132.0,0.89,0.8,0.86,0.87,0.85,0.93
2.0,59.0,6.0,215.0,0.89,0.81,0.85,0.87,0.85,0.96
6.0,59.0,4.0,209.0,0.89,0.8,0.85,0.87,0.85,0.95
178.0,48.0,90.0,59.0,0.89,0.8,0.84,1.03,0.84,0.85
178.0,46.0,94.0,70.0,0.89,0.81,0.83,1.05,0.84,0.85
178.0,46.0,85.0,70.0,0.89,0.8,0.83,1.05,0.84,0.85
180.0,48.0,61.0,90.0,0.89,0.8,0.83,1.05,0.84,0.85
180.0,48.0,61.0,85.0,0.89,0.8,0.83,1.06,0.84,0.85
180.0,48.0,61.0,83.0,0.89,0.8,0.83,1.05,0.84,0.85
180.0,46.0,70.0,77.0,0.89,0.8,0.84,1.05,0.84,0.85
178.0,46.0,70.0,70.0,0.89,0.8,0.83,1.05,0.84,0.85
180.0,46.0,68.0,66.0,0.89,0.8,0.83,1.05,0.84,0.85
178.0,11.0,33.0,173.0,0.88,0.79,0.82,0.85,1.01,0.84
178.0,6.0,33.0,173.0,0.88,0.79,0.82,0.85,1.02,0.83
178.0,15.0,37.0,173.0,0.88,0.79,0.82,0.85,1.01,0.84
176.0,0.0,35.0,178.0,0.89,0.8,0.83,0.89,1.03,0.85
176.0,2.0,46.0,178.0,0.89,0.8,0.83,0.89,1.03,0.84
176.0,2.0,52.0,178.0,0.89,0.8,0.84,0.88,1.03,0.84
176.0,4.0,46.0,178.0,0.89,0.81,0.83,0.88,1.0,0.85
176.0,2.0,46.0,178.0,0.89,0.81,0.84,0.89,0.99,0.85
50.0,61.0,26.0,66.0,0.89,0.81,0.83,0.88,0.84,1.02
50.0,61.0,26.0,66.0,0.89,0.81,0.83,0.88,0.84,1.02
50.0,61.0,26.0,66.0,0.89,0.81,0.83,0.88,0.84,1.03
22.0,101.0,22.0,17.0,0.89,0.8,0.83,0.88,0.84,1.04
22.0,101.0,22.0,19.0,0.89,0.8,0.83,0.88,0.84,1.04
22.0,101.0,22.0,17.0,0.89,0.8,0.83,0.88,0.84,1.04
55.0,85.0,26.0,8.0,0.89,0.8,0.84,0.88,0.85,1.01
46.0,85.0,26.0,19.0,0.89,0.8,0.83,0.87,0.85,1.0
55.0,81.0,26.0,8.0,0.89,0.8,0.83,0.87,0.85,1.0
176.0,39.0,66.0,132.0,0.89,0.8,0.84,1.06,0.84,0.85
176.0,41.0,70.0,125.0,0.89,0.8,0.84,1.06,0.84,0.85
176.0,44.0,112.0,92.0,0.89,0.8,0.83,1.03,0.84,0.85
176.0,44.0,110.0,92.0,0.89,0.81,0.84,1.02,0.85,0.85
176.0,46.0,136.0,92.0,0.89,0.8,0.84,1.02,0.85,0.85
176.0,33.0,15.0,105.0,0.89,0.8,0.84,1.05,0.85,0.85
176.0,33.0,15.0,105.0,0.89,0.81,0.84,1.05,0.85,0.85
184.0,15.0,41.0,180.0,0.89,0.8,0.84,0.87,1.11,0.85
184.0,15.0,44.0,180.0,0.89,0.81,0.85,0.88,1.11,0.85
184.0,17.0,44.0,180.0,0.89,0.81,0.84,0.87,1.11,0.85
180.0,198.0,992.0,165.0,0.89,0.81,0.84,0.87,1.06,0.85
182.0,50.0,17.0,173.0,0.89,0.81,0.84,0.87,1.06,0.85
182.0,50.0,17.0,173.0,0.89,0.8,0.84,0.87,1.06,0.85
184.0,17.0,81.0,180.0,0.89,0.81,0.83,0.88,0.96,0.85
184.0,17.0,77.0,180.0,0.89,0.81,0.84,0.87,0.97,0.85
184.0,15.0,74.0,180.0,0.89,0.81,0.84,0.88,0.96,0.85
26.0,88.0,24.0,13.0,0.89,0.8,0.84,0.87,0.83,1.02
28.0,85.0,24.0,11.0,0.89,0.8,0.84,0.87,0.83,1.03
30.0,103.0,24.0,72.0,0.88,0.8,0.83,0.85,0.83,0.96
46.0,99.0,24.0,70.0,0.88,0.8,0.83,0.85,0.83,0.97
55.0,77.0,22.0,30.0,0.89,0.81,0.84,0.87,0.85,0.98
57.0,74.0,22.0,26.0,0.89,0.81,0.84,0.87,0.85,0.99
59.0,72.0,19.0,22.0,0.89,0.81,0.84,0.87,0.85,0.99
182.0,55.0,24.0,94.0,0.89,0.8,0.84,1.03,0.84,0.85
182.0,57.0,61.0,103.0,0.89,0.8,0.85,1.01,0.85,0.85
182.0,55.0,22.0,96.0,0.89,0.81,0.85,1.04,0.85,0.85
182.0,48.0,70.0,77.0,0.89,0.81,0.84,1.03,0.85,0.85
182.0,50.0,63.0,70.0,0.89,0.81,0.84,1.03,0.84,0.85
182.0,50.0,55.0,74.0,0.89,0.8,0.84,1.03,0.84,0.85
182.0,57.0,66.0,37.0,0.89,0.81,0.84,1.0,0.85,0.85
182.0,59.0,57.0,33.0,0.89,0.8,0.85,1.0,0.85,0.85
182.0,57.0,55.0,37.0,0.89,0.8,0.84,1.01,0.85,0.85
182.0,4.0,22.0,167.0,0.89,0.81,0.85,0.88,1.03,0.85
182.0,4.0,22.0,167.0,0.89,0.81,0.84,0.88,1.03,0.85
182.0,4.0,26.0,167.0,0.89,0.81,0.84,0.88,1.03,0.85
182.0,41.0,70.0,167.0,0.89,0.81,0.84,0.88,0.96,0.85
182.0,44.0,68.0,167.0,0.89,0.81,0.84,0.88,0.97,0.85
182.0,17.0,24.0,127.0,0.89,0.81,0.84,0.88,0.9,0.85
182.0,15.0,24.0,127.0,0.89,0.81,0.84,0.88,0.91,0.85
112.0,57.0,11.0,184.0,0.89,0.8,0.84,0.87,0.85,0.99
112.0,57.0,11.0,184.0,0.89,0.81,0.84,0.88,0.85,0.99
112.0,57.0,11.0,184.0,0.89,0.81,0.85,0.88,0.85,0.99
13.0,116.0,19.0,41.0,0.89,0.81,0.84,0.87,0.85,1.0
13.0,116.0,19.0,41.0,0.89,0.81,0.84,0.87,0.84,1.0
13.0,118.0,19.0,39.0,0.89,0.81,0.84,0.87,0.84,1.0
50.0,83.0,11.0,22.0,0.89,0.81,0.83,0.87,0.85,0.99
48.0,88.0,11.0,19.0,0.89,0.81,0.83,0.88,0.85,0.99
176.0,35.0,107.0,83.0,0.89,0.81,0.84,1.01,0.85,0.85
176.0,35.0,110.0,81.0,0.89,0.81,0.84,1.01,0.85,0.85
176.0,33.0,107.0,83.0,0.89,0.81,0.84,1.01,0.85,0.86
176.0,63.0,77.0,99.0,0.89,0.81,0.84,1.03,0.84,0.85
176.0,63.0,79.0,96.0,0.89,0.81,0.84,1.02,0.85,0.85
176.0,66.0,103.0,96.0,0.89,0.81,0.85,1.02,0.84,0.85
176.0,63.0,112.0,46.0,0.89,0.81,0.84,0.99,0.85,0.85
176.0,63.0,112.0,48.0,0.89,0.81,0.84,1.0,0.85,0.86
176.0,63.0,105.0,46.0,0.89,0.81,0.84,1.0,0.85,0.85
176.0,0.0,8.0,182.0,0.89,0.8,0.84,0.88,1.06,0.85
171.0,6.0,15.0,182.0,0.89,0.8,0.84,0.88,1.08,0.85
171.0,4.0,13.0,182.0,0.89,0.81,0.84,0.88,1.07,0.85
114.0,22.0,22.0,121.0,0.89,0.81,0.84,0.88,0.98,0.85
114.0,22.0,17.0,114.0,0.89,0.81,0.84,0.88,0.98,0.85
116.0,22.0,17.0,112.0,0.89,0.81,0.84,0.88,0.97,0.85
125.0,22.0,28.0,149.0,0.89,0.81,0.84,0.88,0.99,0.85
125.0,24.0,28.0,151.0,0.89,0.81,0.84,0.88,0.97,0.85
121.0,24.0,28.0,143.0,0.89,0.81,0.84,0.88,0.98,0.85
35.0,55.0,4.0,13.0,0.89,0.81,0.83,0.88,0.85,1.03
35.0,52.0,4.0,17.0,0.89,0.8,0.84,0.88,0.85,1.04
39.0,61.0,6.0,15.0,0.89,0.8,0.84,0.88,0.85,1.04
22.0,61.0,6.0,35.0,0.89,0.8,0.83,0.88,0.85,1.01
26.0,63.0,6.0,28.0,0.89,0.8,0.83,0.88,0.85,1.02
24.0,66.0,6.0,30.0,0.89,0.8,0.83,0.88,0.85,1.01
8.0,33.0,2.0,66.0,0.89,0.8,0.83,0.88,0.85,0.99
8.0,33.0,2.0,66.0,0.89,0.8,0.83,0.88,0.85,0.99
8.0,30.0,2.0,66.0,0.89,0.8,0.83,0.88,0.85,0.99
128.0,38.3,180.0,373.2,0.89,0.8,0.85,1.0,0.84,0.84
163.2,8.4,151.4,444.8,0.9,0.81,0.86,1.08,0.85,0.86
172.8,3.9,118.1,462.9,0.9,0.81,0.87,1.08,0.85,0.86
150.3,-4.1,203.5,196.5,0.9,0.81,0.86,1.07,0.85,0.86
139.8,8.2,144.3,178.0,0.9,0.81,0.86,1.08,0.85,0.86
72.5,30.4,104.9,147.5,0.9,0.81,0.86,0.88,1.13,0.86
68.7,31.7,118.9,139.7,0.9,0.8,0.86,0.88,1.09,0.86
146.9,19.1,139.4,303.0,0.89,0.8,0.85,0.94,1.05,0.86
136.6,14.2,114.6,321.6,0.89,0.8,0.85,0.93,1.04,0.86
150.9,-14.3,97.0,293.1,0.89,0.81,0.85,0.95,1.04,0.86
91.1,47.6,66.6,339.4,0.89,0.81,0.86,0.88,0.89,0.86
23.6,32.0,8.3,435.7,0.89,0.8,0.86,0.88,0.9,0.86
48.1,5.6,96.0,344.6,0.89,0.81,0.85,0.88,1.1,0.86
51.5,83.1,19.8,608.7,0.9,0.81,0.88,0.89,0.94,0.97
45.3,86.4,12.6,601.0,0.9,0.81,0.88,0.89,0.94,0.95
50.9,43.7,59.3,353.5,0.9,0.82,0.86,0.89,1.06,0.96
67.3,75.0,88.9,383.4,0.9,0.81,0.86,0.89,1.04,0.99
74.8,77.4,51.0,421.2,0.9,0.81,0.88,0.89,0.96,0.96
88.0,118.1,59.7,365.5,0.9,0.81,0.89,0.89,0.97,0.95
168.6,3.0,222.3,76.3,0.9,0.8,0.85,1.04,0.85,0.86
96.8,-2.3,223.2,103.9,0.9,0.8,0.86,1.0,0.85,0.85
102.4,12.6,237.2,86.0,0.89,0.8,0.86,0.98,0.85,0.85
86.1,-8.7,212.0,110.7,0.9,0.8,0.86,0.97,0.85,0.86
79.7,14.6,233.7,76.5,0.9,0.81,0.86,0.98,0.85,0.85
80.8,36.7,236.2,89.4,0.9,0.8,0.86,1.01,0.85,0.86
77.8,53.1,259.4,90.2,0.89,0.8,0.86,1.01,0.85,0.86
86.8,27.7,271.5,105.4,0.89,0.81,0.86,1.01,0.85,0.85
59.2,73.0,70.4,71.1,0.89,0.8,0.85,0.88,1.11,0.85
74.9,64.6,63.0,58.8,0.9,0.8,0.85,0.88,1.09,0.86
64.6,148.9,1003.7,50.0,0.89,0.8,0.85,0.88,1.08,0.86
24.9,67.5,108.8,68.9,0.89,0.81,0.86,0.88,1.03,0.86
28.7,61.2,114.2,69.6,0.89,0.8,0.86,0.88,1.05,0.85
12.2,68.7,113.2,84.4,0.89,0.8,0.86,0.88,1.04,0.86
94.2,65.9,23.5,93.8,0.89,0.8,0.86,0.88,1.07,0.86
85.9,60.0,21.3,99.8,0.89,0.8,0.86,0.88,1.07,0.86
79.8,55.6,6.4,92.7,0.89,0.8,0.86,0.88,1.07,0.85
-10.9,146.0,44.5,239.4,0.89,0.81,0.85,0.88,0.85,1.02
20.4,137.9,56.5,231.4,0.89,0.8,0.85,0.88,0.85,1.02
8.2,135.4,47.9,269.1,0.89,0.81,0.85,0.88,0.85,1.01
24.8,135.4,73.1,196.4,0.89,0.81,0.85,0.88,0.85,1.04
8.4,120.1,57.4,207.3,0.89,0.8,0.85,0.88,0.85,1.03
19.0,123.5,64.6,224.9,0.89,0.81,0.85,0.88,0.85,1.03
13.2,92.6,72.2,245.9,0.89,0.81,0.86,0.88,0.85,0.96
-0.5,88.2,96.9,227.2,0.89,0.8,0.86,0.89,0.86,0.95
7.1,96.6,79.6,242.3,0.89,0.8,0.86,0.88,0.86,0.95
112.2,2.2,232.4,96.7,0.89,0.8,0.85,1.0,0.86,0.87
102.0,18.2,228.0,90.6,0.89,0.81,0.85,1.02,0.86,0.87
30.8,2.1,177.2,100.3,0.9,0.81,0.86,0.93,0.89,0.89
47.4,25.9,196.6,87.6,0.9,0.81,0.86,0.92,0.9,0.89
131.4,-19.6,187.9,69.7,0.9,0.81,0.86,0.88,0.86,0.89
71.9,8.7,165.3,92.3,0.9,0.81,0.86,0.89,0.86,0.88
5.3,31.3,1.0,69.6,0.89,0.8,0.85,0.86,0.97,0.91
11.1,28.2,4.1,72.9,0.89,0.81,0.85,0.87,0.98,0.9
12.5,26.2,4.0,62.3,0.89,0.8,0.85,0.87,0.99,0.9
4.9,28.1,45.0,32.6,0.9,0.81,0.86,0.89,0.86,0.91
1.6,27.4,46.2,34.8,0.89,0.81,0.86,0.89,0.86,0.9
22.3,37.8,56.4,85.6,0.9,0.81,0.86,0.89,0.86,0.91
22.8,30.0,60.4,97.6,0.9,0.81,0.87,0.89,0.86,0.91
